code,conditions,garment
"0001, 00N1","[{""Lapel"":{""condition"":""contains"",""value"":""Notch - Standard""}},{""Jacket Style"":{""condition"":""contains"",""value"":""6-Button 2 Button Fasten""}}]",Tux Jacket
"0001, 00N5","[{""Lapel"":{""condition"":""contains"",""value"":""Notch - Wide""}},{""Jacket Style"":{""condition"":""contains"",""value"":""6-Button 2 Button Fasten""}}]",Tux Jacket
"0002, 00S3","[{""Lapel"":{""condition"":""contains"",""value"":""Peak - Very Wide""}},{""Jacket Style"":{""condition"":""contains"",""value"":""6-Button 2 Button Fasten""}}]",Tux Jacket
"0005, 00Y7","[{""Lapel"":{""condition"":""contains"",""value"":""Shawl - Wide""}},{""Jacket Style"":{""condition"":""contains"",""value"":""6-Button 2 Button Fasten""}}]",Tux Jacket
"0005, 00N4","[{""Lapel"":{""condition"":""equals"",""value"":""Shawl - Very Wide""}},{""Jacket Style"":{""condition"":""equals"",""value"":""Single Breasted - 3 Button""}}]",Tux Jacket
"0001, 00N1","[{""Lapel"":{""condition"":""equals"",""value"":""Notch - Standard""}},{""Jacket Style"":{""condition"":""equals"",""value"":""Double Breasted - 4-Button 1 Button Fasten""}}]",Tux Jacket
"0002, 00X2","[{""Lapel"":{""condition"":""contains"",""value"":""Peak - Slim""}},{""Jacket Style"":{""condition"":""contains"",""value"":""4-Button 1 Button Fasten""}}]",Tux Jacket
"0002, 00W9","[{""Lapel"":{""condition"":""contains"",""value"":""Peak - Standard""}},{""Jacket Style"":{""condition"":""contains"",""value"":""4-Button 1 Button Fasten""}}]",Tux Jacket
"0002, 00N6","[{""Lapel"":{""condition"":""contains"",""value"":""Peak - Wide""}},{""Jacket Style"":{""condition"":""contains"",""value"":""4-Button 1 Button Fasten""}}]",Tux Jacket
"0002, 00S3","[{""Lapel"":{""condition"":""contains"",""value"":""Peak - Very Wide""}},{""Jacket Style"":{""condition"":""contains"",""value"":""4-Button 1 Button Fasten""}}]",Tux Jacket
"0005, 00N4","[{""Lapel"":{""condition"":""contains"",""value"":""Shawl - Standard""}},{""Jacket Style"":{""condition"":""contains"",""value"":""4-Button 1 Button Fasten""}}]",Tux Jacket
"0001, 00W6","[{""Lapel"":{""condition"":""contains"",""value"":""Notch - Slim""}},{""Jacket Style"":{""condition"":""contains"",""value"":""4-Button 2 Button Fasten""}}]",Tux Jacket
"0002, 00X4","[{""Lapel"":{""condition"":""contains"",""value"":""Peak - Slim""}},{""Jacket Style"":{""condition"":""contains"",""value"":""4-Button 2 Button Fasten""}}]",Tux Jacket
"0002, 00N4","[{""Lapel"":{""condition"":""contains"",""value"":""Peak - Standard""}},{""Jacket Style"":{""condition"":""contains"",""value"":""4-Button 2 Button Fasten""}}]",Tux Jacket
"0002, 00S1","[{""Lapel"":{""condition"":""contains"",""value"":""Peak - Wide""}},{""Jacket Style"":{""condition"":""contains"",""value"":""4-Button 2 Button Fasten""}}]",Tux Jacket
"0001, 00N4","[{""Lapel"":{""condition"":""contains"",""value"":""Notch - Standard""}},{""Jacket Style"":{""condition"":""contains"",""value"":""6-Button 1 Button Fasten""}}]",Tux Jacket
"0005, 00N3","[{""Lapel"":{""condition"":""contains"",""value"":""Shawl - Standard""}},{""Jacket Style"":{""condition"":""contains"",""value"":""4-Button 2 Button Fasten""}}]",Tux Jacket
"0005, 00N3","[{""Lapel"":{""condition"":""contains"",""value"":""Shawl - Standard""}},{""Jacket Style"":{""condition"":""contains"",""value"":""6-Button 2 Button Fasten""}}]",Tux Jacket
"0002, 00W5","[{""Lapel"":{""condition"":""contains"",""value"":""Peak - Very Slim""}},{""Jacket Style"":{""condition"":""contains"",""value"":""6-Button 1 Button Fasten""}}]",Tux Jacket
"0002, 00W6","[{""Lapel"":{""condition"":""contains"",""value"":""Peak - Very Slim""}},{""Jacket Style"":{""condition"":""contains"",""value"":""6-Button 2 Button Fasten""}}]",Tux Jacket
"0002, 00X4","[{""Lapel"":{""condition"":""contains"",""value"":""Peak - Slim""}},{""Jacket Style"":{""condition"":""contains"",""value"":""6-Button 2 Button Fasten""}}]",Tux Jacket
"0002, 00N4","[{""Lapel"":{""condition"":""contains"",""value"":""Peak - Standard""}},{""Jacket Style"":{""condition"":""contains"",""value"":""6-Button 2 Button Fasten""}}]",Tux Jacket
"0002, 00S1","[{""Lapel"":{""condition"":""contains"",""value"":""Peak - Wide""}},{""Jacket Style"":{""condition"":""contains"",""value"":""6-Button 2 Button Fasten""}}]",Tux Jacket
401D,"[{""Front Style"":{""condition"":""contains"",""value"":""4 Button""}}]",Vest
401G,"[{""Front Style"":{""condition"":""contains"",""value"":""5 Button""}}]",Vest
401P,"[{""Front Style"":{""condition"":""contains"",""value"":""6 Button""}}]",Vest
401M,"[{""Front Style"":{""condition"":""contains"",""value"":""4x2 Buttons""}}]",Vest
401K,"[{""Front Style"":{""condition"":""contains"",""value"":""6x3 Buttons""}}]",Vest
401L,"[{""Front Style"":{""condition"":""contains"",""value"":""8x4 Button""}}]",Vest
4000,"[{""Lapel Style"":{""condition"":""equals"",""value"":""Standard V-Shape""}}]",Vest
4001,"[{""Lapel Style"":{""condition"":""equals"",""value"":""U-Shape""}}]",Vest
4004,"[{""Lapel Style"":{""condition"":""equals"",""value"":""Notch""}}]",Vest
4006,"[{""Lapel Style"":{""condition"":""equals"",""value"":""Peak""}}]",Vest
4003,"[{""Lapel Style"":{""condition"":""equals"",""value"":""Shawl""}}]",Vest
4111,"[{""Breast Pockets"":{""condition"":""equals"",""value"":""Left""}}]",Vest
411A,"[{""Lapel Style"":{""condition"":""equals"",""value"":""Left and Right""}}]",Vest
4300,"[{""Lower Pockets"":{""condition"":""equals"",""value"":""Welt Straight""}}]",Vest
4301,"[{""Lower Pockets"":{""condition"":""equals"",""value"":""Double Besom""}}]",Vest
4170,"[{""Lower Pockets"":{""condition"":""equals"",""value"":""Double Besom Slanted""}}]",Vest
4211,"[{""Back Style"":{""condition"":""contains"",""value"":""Fabric""}}]",Vest
4210,"[{""Back Style"":{""condition"":""contains"",""value"":""Lining""}},{""Lining"":{""condition"":""contains"",""value"":""Match Fabric""}}]",Vest
4714,"[{""Back Style"":{""condition"":""contains"",""value"":""Lining""}},{""Lining"":{""condition"":""contains"",""value"":""Contrast Lining""}}]",Vest
4714,"[{""Back Style"":{""condition"":""contains"",""value"":""Fabric""}},{""Lining"":{""condition"":""contains"",""value"":""Contrast Lining""}}]",Vest
4212,"[{""Back Style"":{""condition"":""contains"",""value"":""Lining""}},{""Lining"":{""condition"":""contains"",""value"":""Contrast Lining""}}]",Vest
4202,"[{""Back Style"":{""condition"":""contains"",""value"":""No Strap""}}]",Vest
4200,"[{""Back Style"":{""condition"":""contains"",""value"":""With Strap""}}]",Vest
401Z,"[{""Bottom"":{""condition"":""contains"",""value"":""Straight""}}]",Vest
401Q,"[{""Bottom"":{""condition"":""contains"",""value"":""Pointed""}}]",Vest
"3440, 3330","[{""Waistband"":{""condition"":""equals"",""value"":""No Suspender Buttons - Belt Loops""}}]",Tux Pants
0544,"[{""Lapel"":{""condition"":""contains"",""value"":""Shawl""}}]",Jacket
0544,"[{""Lapel"":{""condition"":""contains"",""value"":""Shawl""}}]",Tux Jacket
00B5,"[{""Lapel"":{""condition"":""equals"",""value"":""""}}]",Tux Jacket
58UA,"[{""Cuff Style"":{""condition"":""contains"",""value"":""2 Button""}}]",Shirt
00B5,"[{""Lapel"":{""condition"":""equals"",""value"":""""}}]",Jacket
